#Classification	SRR061192.report.rspm.kraken	SRR061294.report.rspm.kraken	SRR061320.report.rspm.kraken	SRR061365.report.rspm.kraken	SRR061562.report.rspm.kraken	SRR062083.report.rspm.kraken	SRR062298.report.rspm.kraken	SRR062299.report.rspm.kraken	SRR063517.report.rspm.kraken	SRR1804664.report.rspm.kraken	SRR1804823.report.rspm.kraken	SRR512767.report.rspm.kraken	SRR513165.report.rspm.kraken	SRR513768.report.rspm.kraken	SRR513775.report.rspm.kraken	SRR513828.report.rspm.kraken	SRR514202.report.rspm.kraken	SRR514239.report.rspm.kraken	SRR514306.report.rspm.kraken	SRR514329.report.rspm.kraken
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_nantensis	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_namurensis	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_composti	0	0	0	0	1	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_odoratitofui	0	0	0	0	1	0	1	0	0	8	0	0	0	0	0	0	2	1	22	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_xiangfangensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kimchiensis	0	0	0	0	1	0	1	0	0	4	0	1	0	0	7	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_furfuricola	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_terrae	0	0	0	0	1	6	1	0	0	0	0	1	0	0	0	0	0	3	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rodentium	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_heilongjiangensis	0	0	0	0	2	0	0	0	9	0	0	5	0	6	0	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_songhuajiangensis	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_quenuiae	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sucicola	0	0	0	0	4	0	1	0	1	0	2	0	1	2	0	0	0	1	9	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plajomi	0	0	0	0	5	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._UMNPBX9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._247-4	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._CBA3605	0	0	0	0	9	0	0	0	0	6	1	1	6	0	0	6	0	1	0	3
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._143-1	0	0	0	0	9	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._184-8	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_collinoides	0	0	0	1	0	0	2	1	1	0	1	1	0	0	1	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_nagelii	0	0	0	1	1	1	2	0	0	0	2	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_manihotivorans	0	0	0	1	2	2	2	1	0	0	1	0	0	0	1	0	3	0	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_antri	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	1	4	1	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidifarinae	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_harbinensis	0	0	0	1	3	2	1	0	1	0	0	0	8	19	0	0	1	2	122	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_secaliphilus	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_hayakitensis	0	0	0	1	1	1	1	0	0	0	0	4	0	0	0	0	0	1	2	6
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fabifermentans	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paucivorans	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_floricola	0	0	0	1	0	0	3	1	4	1	4	0	0	1	0	0	0	0	2	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_futsaii	0	0	0	1	5	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_brantae	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oryzae	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_shenzhenensis	0	0	0	1	0	7	0	1	0	1	0	92	2	0	0	1	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paracollinoides	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kimchicus	0	0	0	2	8	0	0	0	0	0	7	1	0	0	0	1	0	0	0	8
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iwatensis	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_silagincola	0	0	0	2	5	0	1	1	0	2	1	6	0	0	3	15	0	2	20	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_senmaizukei	0	0	0	4	13	0	0	0	0	0	3	0	1	0	0	7	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._ESL0225	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._CBA3606	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._33-1	0	0	0	1	2	0	3	0	0	2	0	0	1	0	1	0	0	0	2	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._ZW163	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_pentosus	0	0	1	0	2	2	6	1	0	1	0	1	3	2	3	2	0	1	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_pontis	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mindensis	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kalixensis	0	0	1	2	0	2	20	0	3	0	0	1	0	0	0	1	0	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_apodemi	0	0	1	0	8	0	13	0	0	0	1	1	0	1	2	0	3	0	15	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_parafarraginis	0	0	1	0	1	1	3	0	5	0	2	0	0	0	1	1	1	1	3	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_hordei	0	0	1	0	3	1	0	0	2	0	0	0	0	0	2	0	0	5	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ozensis	0	0	1	2	3	1	0	0	0	0	1	0	0	0	1	3	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_herbarum	0	0	1	0	4	0	0	0	0	0	6	0	0	1	0	0	0	0	0	8
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_nuruki	0	0	1	1	0	0	0	1	1	0	0	0	0	0	10	0	0	0	2	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_bambusae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_suantsaii	0	0	1	0	1	8	0	0	0	0	2	6	4	0	2	1	0	0	0	8
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_suebicus	0	0	2	0	0	0	0	0	0	110	1	1	0	0	0	1	0	1	1	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_siliginis	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_farraginis	0	0	2	2	0	0	0	0	5	2	1	0	2	11	0	1	0	0	6	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_cacaonum	0	0	2	0	1	0	4	1	2	1	0	1	0	2	1	1	5	4	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mellifer	0	0	2	1	0	1	2	2	0	1	0	0	1	2	0	0	0	0	2	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_modestisalitolerans	0	0	2	2	6	1	0	0	1	0	4	13	0	5	3	0	4	0	8	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_backii	0	0	3	2	0	4	1	0	1	0	4	0	0	0	0	0	0	7	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_similis	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_equicursoris	0	0	3	0	0	1	2	0	0	1	1	0	5	0	0	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0	0	4	1	0	2	1	0	5	3	5	8	1	1	0	0	0	0	0	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_senioris	0	0	10	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._PFC-70	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._143-4(a)	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._151-2B	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._218-10	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._218-6	0	0	2	0	2	0	2	0	11	1	1	0	1	0	0	1	4	1	0	6
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._wkB10	0	0	5	0	0	0	5	0	0	2	2	0	0	1	0	0	0	2	0	3
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._M1575	0	0	5	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._244-4	0	0	5	0	0	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_alimentarius	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	6	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_bifermentans	0	1	1	0	88	11	0	1	9	3	2	0	1	1	0	4	6	1	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	0	1	0	3	1	2	2	0	1	5	4	7	1	0	2	2	1	2	1	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_lindneri	0	1	2	1	1	0	3	0	0	1	0	0	0	2	2	4	2	2	3	3
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_coleohominis	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_versmoldensis	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_saerimneri	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_capillatus	0	1	3	0	8	1	5	7	6	0	25	1	3	0	0	0	2	7	21	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_otakiensis	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kisonensis	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	6	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_taiwanensis	0	1	0	2	2	0	3	1	0	6	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_algidus	0	2	1	1	0	3	1	0	0	0	0	0	6	1	3	0	2	0	1	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ultunensis	0	2	0	1	1	1	1	0	2	1	0	2	0	4	4	0	0	0	0	25
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_aquaticus	0	2	1	0	2	0	0	1	0	0	1	0	0	0	0	3	0	1	4	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_zeae	0	2	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_malefermentans	0	4	0	2	1	0	0	0	0	0	10	0	0	0	2	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_brevis	0	5	4	0	1	2	9	1	0	0	3	0	3	2	1	1	1	0	11	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mixtipabuli	0	5	0	1	0	0	6	0	0	0	0	1	0	0	3	0	0	6	0	4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_silagei	0	7	0	2	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_animalis	0	13	1	0	0	0	2	0	0	1	0	0	3	0	2	6	0	0	0	9
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._54-2	0	1	0	2	2	0	0	1	2	3	2	17	0	0	0	1	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._54-5	0	1	0	1	2	0	1	1	0	0	1	1	0	0	0	3	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._204-8	0	1	0	1	6	25	1	2	0	10	0	0	0	2	0	1	0	0	21	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._220-4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp._143-6	0	2	0	2	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_intestinalis	0	16	5	2	1	0	4	1	0	0	0	7	0	7	2	0	2	3	1	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus	1	0	0	3	2	1	0	0	1	1	65	1	0	0	0	0	0	2	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acetotolerans	1	0	0	0	1	0	1	2	0	0	1	4	1	0	1	2	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_aviarius	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_farciminis	1	0	5	0	1	1	0	0	1	2	5	0	2	0	0	1	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mali	1	1	1	2	3	0	0	1	4	0	0	0	0	3	0	0	0	0	4	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	1	0	4	1	1	1	3	1	2	0	0	10	0	1	1	1	1	0	0	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sanfranciscensis	1	0	0	0	0	0	3	1	0	1	7	0	0	1	17	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sharpeae	1	0	0	0	5	0	1	0	1	0	0	0	1	0	0	16	0	1	51	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris	1	0	0	1	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	1	8	3	0	5	3	0	2	2	0	0	0	4	1	1	0	0	2	1	4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	1	28	2	0	0	1	0	0	5	95	12	2	1	6	0	0	1	1	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_dextrinicus	1	3	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	4	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paraplantarum	1	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	0	0	1	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_hamsteri	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_perolens	1	0	0	4	2	0	1	0	0	0	0	4	1	0	0	0	1	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ingluviei	1	1	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kunkeei	1	4	3	3	2	1	5	6	6	0	4	9	0	0	2	5	13	5	8	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_parabuchneri	1	0	0	16	2	1	1	1	1	1	2	1	1	0	1	19	0	5	5	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_parakefiri	1	0	0	1	4	0	2	0	0	1	0	0	4	0	0	0	0	4	4	0
