#Classification	SRR061192.report.rs.kraken	SRR061294.report.rs.kraken	SRR061320.report.rs.kraken	SRR061365.report.rs.kraken	SRR061562.report.rs.kraken	SRR062083.report.rs.kraken	SRR062298.report.rs.kraken	SRR062299.report.rs.kraken	SRR063517.report.rs.kraken	SRR1804664.report.rs.kraken	SRR1804823.report.rs.kraken	SRR512767.report.rs.kraken	SRR513165.report.rs.kraken	SRR513768.report.rs.kraken	SRR513775.report.rs.kraken	SRR513828.report.rs.kraken	SRR514202.report.rs.kraken	SRR514239.report.rs.kraken	SRR514306.report.rs.kraken	SRR514329.report.rs.kraken
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_orinoci	3	2	3	52	7	5	2	0	3	4	4	5	10	102	9	1	0	2	65	14
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_prasinopilosus	3	3	5	24	2	4	0	2	1	13	2	16	0	12	2	33	0	2	10	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_cyaneogriseus	3	1	1	45	3	5	1	0	7	10	1	57	0	4	7	2	0	6	1	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_durhamensis	3	4	4	8	7	10	0	0	6	23	10	32	0	6	27	5	0	5	21	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseochromogenes	3	4	8	5	8	14	0	0	0	0	0	2	0	2	0	1	0	0	3	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_iakyrus	3	0	2	6	3	1	1	0	21	4	0	1	0	6	0	4	0	1	3	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_katrae	3	2	8	13	9	27	11	3	9	4	2	13	0	7	4	9	2	4	1	54
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_longwoodensis	3	1	5	3	3	4	5	0	4	0	0	2	1	0	8	2	0	2	8	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_somaliensis	3	0	5	13	8	17	2	1	4	4	1	22	0	1	4	1	0	2	4	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_turgidiscabies	3	7	1	1	2	2	2	9	0	0	0	0	4	5	1	1	5	2	2	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_yunnanensis	3	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_pharetrae	3	0	3	2	1	3	0	0	1	1	0	0	0	0	3	1	0	0	0	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_lasaliensis	3	7	4	1	4	9	0	1	2	0	23	2	3	0	0	5	1	3	3	4
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_marokkonensis	3	2	4	5	25	14	0	2	1	2	2	6	4	3	3	1	1	4	2	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_radiopugnans	3	0	0	4	3	6	2	0	1	1	1	6	2	2	14	2	1	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_scopuliridis	3	2	3	12	1	27	0	0	2	0	1	0	0	2	7	1	0	2	15	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_melanosporofaciens	3	1	0	2	2	0	0	0	1	1	1	0	0	26	4	2	0	0	12	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_qinglanensis	3	0	4	8	7	5	0	1	3	2	0	8	0	0	4	0	0	0	0	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_rapamycinicus	3	3	1	5	3	11	4	0	2	8	0	2	1	4	7	4	0	1	1	10
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_zhaozhouensis	3	1	13	10	3	6	2	0	34	7	1	7	3	5	4	1	0	1	5	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_leeuwenhoekii	3	0	1	10	11	4	0	0	4	3	0	7	0	0	1	1	0	1	1	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_jeddahensis	3	3	6	20	11	3	1	2	5	2	0	17	1	2	1	1	5	3	2	7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_albus	4	9	7	33	9	16	8	3	15	12	6	5	11	10	11	3	1	2	42	6
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_cyaneus	4	8	4	11	8	5	1	1	2	23	0	92	3	8	12	6	0	26	35	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_violaceoruber	4	1	1	13	5	2	0	0	5	1	0	1	0	2	1	0	2	2	10	4
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_galbus	4	4	5	7	7	11	8	0	3	23	1	11	0	5	9	3	1	2	33	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_collinus	4	1	0	2	1	4	0	1	3	0	2	4	0	2	0	0	0	0	0	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_carpinensis	4	1	3	10	2	9	6	1	7	6	3	1	0	3	1	1	0	1	2	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_catenulae	4	0	4	15	9	17	0	0	12	9	0	7	0	7	4	8	1	3	13	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseoplanus	4	1	17	47	8	25	2	1	6	8	1	12	0	6	7	3	0	7	9	10
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_yeochonensis	4	4	7	10	20	8	4	1	5	15	1	6	0	6	7	9	0	4	4	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_alboniger	4	2	7	10	8	9	1	2	3	1	0	9	0	1	6	5	0	0	2	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseofuscus	4	2	4	11	40	10	0	0	2	15	1	11	0	17	3	2	0	17	31	6
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_alboverticillatus	4	1	5	11	1	7	4	2	3	5	3	3	1	0	1	4	0	0	2	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_ossamyceticus	4	1	1	16	1	4	1	2	2	11	1	13	0	1	74	1	0	0	17	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_davaonensis	4	0	2	4	3	4	2	0	13	3	1	0	0	1	0	5	0	1	3	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_vietnamensis	4	0	0	7	0	70	3	0	6	11	1	5	0	1	2	0	1	0	4	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hainanensis	4	1	5	24	4	21	5	3	7	10	34	4	13	38	10	1	3	2	13	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_tateyamensis	4	1	6	2	8	19	1	3	2	0	1	4	0	4	11	8	1	3	1	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hoynatensis	4	1	1	13	5	10	5	2	6	13	0	6	0	3	16	3	4	0	9	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hokutonensis	4	0	4	5	18	4	1	2	1	4	0	6	1	0	11	4	0	12	7	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_klenkii	4	1	3	39	4	3	1	1	2	9	0	44	1	3	6	1	0	2	4	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_gilvigriseus	4	3	7	10	4	10	3	0	6	5	1	5	3	3	9	2	0	5	18	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_thermoautotrophicus	4	1	4	0	3	15	2	2	6	13	3	2	0	6	4	10	1	10	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_xiaopingdaonensis	4	0	2	28	9	4	1	1	0	14	4	31	1	3	1	32	0	1	11	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_formicae	4	2	4	6	6	6	5	3	5	4	0	1	1	0	11	0	1	2	9	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_cavernae	4	1	5	13	8	18	0	2	60	30	1	4	0	86	9	4	0	9	40	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_phaeochromogenes	5	3	1	5	2	30	6	1	3	2	139	3	1	4	1	0	2	3	3	35
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseoruber	5	5	4	6	4	6	3	4	5	44	1	60	1	1	0	5	0	1	1	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_virginiae	5	3	5	3	4	10	1	0	3	56	1	5	1	0	3	6	1	1	9	6
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_nodosus	5	1	6	17	6	64	2	1	4	4	4	19	1	9	8	1	1	1	13	6
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_platensis	5	1	2	6	2	5	2	1	4	1	1	7	0	3	8	6	0	1	14	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_violens	5	6	4	25	3	4	1	0	1	1	0	4	0	0	3	1	3	1	8	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_eurocidicus	5	2	2	32	0	3	2	0	3	4	0	0	4	83	7	1	1	1	29	14
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_achromogenes	5	1	2	5	4	8	7	0	3	7	0	2	0	4	3	1	1	1	2	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_misionensis	5	2	2	20	2	15	1	0	2	8	0	3	0	116	13	1	1	1	63	16
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_spectabilis	5	6	6	25	27	24	6	2	7	15	3	10	0	6	5	11	4	8	9	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_puniciscabiei	5	1	3	8	21	16	5	1	4	7	4	4	10	5	2	15	6	1	8	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_luteocolor	5	2	45	176	3	44	2	0	51	15	80	119	0	68	26	52	35	5	27	27
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_aidingensis	5	2	1	9	4	17	1	0	12	8	2	1	0	3	2	3	1	10	0	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_palmae	5	7	11	6	6	13	2	4	6	3	0	0	0	1	10	1	1	7	2	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_silvensis	5	2	6	5	5	14	0	0	8	1	0	6	1	0	0	3	2	1	14	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_huasconensis	5	2	5	8	4	3	3	0	3	11	2	13	3	2	6	0	2	0	3	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_actuosus	6	0	4	7	4	12	1	1	10	5	1	6	0	7	1	3	0	0	4	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_clavuligerus	6	3	6	20	8	28	7	0	4	115	2	1	2	44	6	5	0	1	46	15
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseoluteus	6	1	12	4	14	14	1	1	10	2	2	13	8	6	2	9	0	0	19	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_avermitilis	6	1	13	8	25	18	1	4	3	2	0	3	1	2	6	7	1	4	0	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_subrutilus	6	6	19	15	38	17	5	4	14	5	0	39	10	7	11	3	1	15	26	10
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_niger	6	0	7	16	5	7	0	2	2	1	0	12	2	2	1	4	0	3	7	4
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_parvus	6	1	0	0	1	2	3	0	2	6	0	6	1	0	11	0	2	7	21	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_afghaniensis	6	2	5	10	6	12	3	0	8	8	3	4	3	3	0	13	0	3	1	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sparsogenes	6	2	4	16	7	10	1	0	4	6	2	2	1	2	3	1	0	0	1	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_yokosukanensis	6	3	7	9	31	19	0	2	10	14	1	20	1	20	10	0	1	4	15	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_viridosporus	6	9	2	9	41	8	0	1	3	0	0	2	1	2	9	0	1	0	0	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_parvulus	6	6	6	25	16	11	7	5	3	9	4	12	2	35	5	6	1	2	16	15
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_yanglinensis	6	3	6	16	6	20	4	0	4	4	3	4	3	3	13	3	0	3	6	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_rubidus	6	19	10	15	14	24	14	2	14	41	2	14	0	206	3	14	1	1	296	8
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_paucisporeus	6	2	5	12	4	17	4	2	17	3	1	8	14	9	4	7	4	7	15	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_specialis	6	1	1	15	7	15	1	0	4	3	0	6	0	40	7	1	1	3	17	22
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_gilvosporeus	6	1	1	4	4	4	2	0	4	0	0	2	0	26	0	3	4	6	16	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_shenzhenensis	6	6	5	10	4	20	6	0	13	0	1	40	13	29	3	1	6	9	12	9
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_pini	6	3	2	5	13	11	1	1	2	23	2	47	1	26	2	9	0	7	25	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hygroscopicus	7	36	20	36	9	18	1	2	9	6	3	6	0	69	4	3	8	18	73	21
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_viridochromogenes	7	1	2	9	13	38	0	1	16	6	2	15	1	6	25	4	0	2	4	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_megasporus	7	4	6	8	10	3	8	0	3	11	2	1	1	3	7	1	0	4	9	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_aurantiacus	7	3	27	12	29	20	6	1	11	15	2	27	10	6	19	7	0	1	11	6
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_olivoreticuli	7	1	7	4	12	17	2	4	4	5	1	45	0	2	3	3	3	3	2	7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_curacoi	7	1	2	2	2	8	2	0	6	1	0	1	0	0	9	0	0	8	0	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_rubrogriseus	7	1	0	3	3	6	0	0	12	18	4	5	0	16	3	9	2	3	7	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_agglomeratus	7	1	3	7	4	4	2	3	3	3	0	5	0	4	2	5	0	13	2	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_atriruber	7	0	18	47	1	13	3	3	20	5	45	54	0	32	12	12	0	5	18	7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_mangrovisoli	7	7	1	17	10	5	10	1	6	8	0	4	0	2	0	5	0	4	4	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_lunaelactis	7	0	6	15	33	14	8	0	7	4	2	135	1	3	8	4	1	0	7	11
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_corynorhini	7	1	9	22	13	3	0	1	3	2	0	8	0	3	1	4	0	6	9	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_triticirhizae	7	1	0	11	2	9	3	1	6	1	0	6	1	2	0	2	0	2	1	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_glaucescens	8	2	4	6	8	29	7	0	3	3	5	7	0	4	2	5	1	3	3	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_scabiei	8	17	5	30	8	16	5	4	15	7	8	2	23	6	5	5	1	3	6	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_fragilis	8	1	4	9	3	23	3	0	6	3	5	6	0	2	3	9	2	2	2	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_rishiriensis	8	3	5	10	13	9	7	5	3	2	2	6	3	1	10	1	1	0	3	5
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_malaysiensis	8	4	10	29	4	9	1	2	27	12	2	45	4	7	4	18	4	5	6	7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_scabrisporus	8	7	11	25	14	32	20	3	15	145	16	18	4	8	69	6	2	6	17	10
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_monomycini	8	2	2	6	2	17	3	0	2	0	1	7	0	2	17	10	0	6	22	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hundungensis	8	0	3	6	7	7	3	0	5	5	2	2	0	3	2	4	0	75	6	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_cinnamoneus	8	0	3	14	23	25	3	3	12	6	5	8	4	1	13	1	1	1	5	2
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_albireticuli	9	2	27	29	10	26	7	4	9	21	10	44	1	5	18	14	1	9	24	7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_galilaeus	9	1	3	8	1	8	3	2	0	2	0	14	0	25	3	1	0	1	7	22
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseoviridis	9	4	8	10	5	11	1	0	3	13	0	21	0	21	2	1	0	7	81	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_capillispiralis	9	2	10	8	9	9	1	2	16	2	4	4	3	3	2	0	4	4	8	4
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_natalensis	9	1	8	3	5	5	4	0	3	2	1	22	0	1	3	6	1	17	1	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_guanduensis	9	4	25	42	8	35	3	3	8	19	3	6	0	4	9	4	0	12	17	6
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_caatingaensis	9	1	16	30	7	16	1	0	4	38	3	17	0	10	9	3	3	4	20	10
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_acidiscabies	10	5	2	13	58	26	4	7	13	22	4	46	5	1	11	10	0	20	14	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_lydicus	10	18	17	32	15	30	12	1	7	11	0	15	8	58	18	3	0	4	60	3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_showdoensis	10	6	9	6	5	1	1	0	3	4	0	3	9	13	6	3	4	5	9	1
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Candidatus_Streptomyces_philanthi	10	6	5	8	6	5	6	0	10	3	0	17	3	0	9	3	4	1	14	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hyalinus	10	9	42	43	22	15	3	1	32	29	6	38	0	17	52	15	25	19	11	19
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_exfoliatus	11	10	5	23	14	43	8	1	15	85	0	5	5	44	10	2	6	4	124	27
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_odonnellii	11	11	26	64	9	22	1	0	23	12	17	5	3	12	21	3	1	12	19	13
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_atratus	12	2	11	65	31	32	4	1	10	15	5	41	2	58	33	12	0	14	37	12
